"evt","SOA","Latency","Offset","evt_num","evt_descr","note"
"DIN1",0,52006,0,1,"std_key","standard for key"
"DIN2",349,52355,349,2,"std_rhythm","standard for rhythm"
"DIN3",180,52535,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,52895,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,53075,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,53435,360,4,"std_timbre","standard for timbre"
"DIN1",710,54145,710,1,"std_key","standard for key"
"DIN2",360,54505,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,54685,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,55045,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,55225,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,55585,360,4,"std_timbre","standard for timbre"
"DIN5",710,56295,710,5,"key","key change"
"DI22",360,56655,360,22,NA,NA
"DI23",180,56835,180,23,NA,NA
"DI22",360,57195,360,22,NA,NA
"DI23",180,57375,180,23,NA,NA
"DI24",360,57735,360,24,NA,NA
"DIN1",710,58445,710,1,"std_key","standard for key"
"DIN2",360,58805,360,2,"std_rhythm","standard for rhythm"
"DI10",180,58985,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,59165,180,14,NA,NA
"DIN3",360,59525,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,59885,360,4,"std_timbre","standard for timbre"
"DIN1",710,60595,710,1,"std_key","standard for key"
"DIN2",360,60955,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,61135,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,61315,180,6,"melody","melody change"
"DI14",360,61675,360,14,NA,NA
"DIN4",360,62035,360,4,"std_timbre","standard for timbre"
"DIN5",710,62745,710,5,"key","key change"
"DI22",360,63105,360,22,NA,NA
"DI22",180,63285,180,22,NA,NA
"DI23",180,63465,180,23,NA,NA
"DI23",360,63825,360,23,NA,NA
"DIN9",360,64185,360,9,"timbre2","timbre (end of melody)"
"DIN1",700,64885,700,1,"std_key","standard for key"
"DIN2",360,65245,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,65425,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,65605,180,6,"melody","melody change"
"DI14",360,65965,360,14,NA,NA
"DI15",360,66325,360,15,NA,NA
"DIN5",710,67035,710,5,"key","key change"
"D101",360,67395,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,67755,360,13,NA,NA
"DI13",180,67935,180,13,NA,NA
"DIN8",180,68115,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,68475,360,4,"std_timbre","standard for timbre"
"DIN1",710,69185,710,1,"std_key","standard for key"
"DIN3",360,69545,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,69905,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,70085,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,70265,180,6,"melody","melody change"
"DIN9",360,70625,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,71335,710,1,"std_key","standard for key"
"DIN7",360,71695,360,7,"tune","mistuning"
"DI13",360,72055,360,13,NA,NA
"DIN2",180,72235,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,72415,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,72775,360,4,"std_timbre","standard for timbre"
"DIN1",710,73485,710,1,"std_key","standard for key"
"DIN3",360,73845,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,74205,360,2,"std_rhythm","standard for rhythm"
"D101",180,74385,180,101,"rhythm1","rhythm change (long tone)"
"DI13",360,74745,360,13,NA,NA
"DIN4",180,74925,180,4,"std_timbre","standard for timbre"
"DIN1",710,75635,710,1,"std_key","standard for key"
"DIN3",360,75995,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,76355,360,2,"std_rhythm","standard for rhythm"
"DIN7",180,76535,180,7,"tune","mistuning"
"DI13",360,76895,360,13,NA,NA
"DIN9",180,77075,180,9,"timbre2","timbre (end of melody)"
"DIN1",710,77785,710,1,"std_key","standard for key"
"DIN3",360,78145,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,78505,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,78685,180,6,"melody","melody change"
"DI13",360,79045,360,13,NA,NA
"DIN4",180,79225,180,4,"std_timbre","standard for timbre"
"DIN1",710,79935,710,1,"std_key","standard for key"
"DIN3",360,80295,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,80655,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,81015,360,13,NA,NA
"DIN2",180,81195,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,81375,180,4,"std_timbre","standard for timbre"
"DIN1",710,82085,710,1,"std_key","standard for key"
"DIN7",360,82445,360,7,"tune","mistuning"
"DI14",360,82805,360,14,NA,NA
"DIN2",360,83165,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,83345,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,83525,180,4,"std_timbre","standard for timbre"
"DIN1",710,84235,710,1,"std_key","standard for key"
"DIN3",360,84595,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DI10",360,84955,360,10,"rhythm2","rhythm change (short tone)"
"DI13",180,85135,180,13,NA,NA
"DI13",360,85495,360,13,NA,NA
"DI15",180,85675,180,15,NA,NA
"DIN1",710,86385,710,1,"std_key","standard for key"
"DIN3",360,86745,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,87105,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,87285,180,6,"melody","melody change"
"DI13",360,87645,360,13,NA,NA
"DIN4",180,87825,180,4,"std_timbre","standard for timbre"
"DIN1",710,88535,710,1,"std_key","standard for key"
"DIN3",360,88895,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,89255,360,2,"std_rhythm","standard for rhythm"
"DI10",180,89435,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,89615,180,14,NA,NA
"DIN4",360,89975,360,4,"std_timbre","standard for timbre"
"DIN1",710,90685,710,1,"std_key","standard for key"
"DIN8",360,91045,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,91405,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,91585,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,91765,180,6,"melody","melody change"
"DI15",360,92125,360,15,NA,NA
"DIN5",710,92835,710,5,"key","key change"
"DI23",360,93195,360,23,NA,NA
"DI22",360,93555,360,22,NA,NA
"DI22",180,93735,180,22,NA,NA
"DIN8",180,93915,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,94275,360,4,"std_timbre","standard for timbre"
"DIN1",700,94975,700,1,"std_key","standard for key"
"DIN3",360,95335,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,95695,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,96055,360,13,NA,NA
"DI13",180,96235,180,13,NA,NA
"DIN4",180,96415,180,4,"std_timbre","standard for timbre"
"DIN1",710,97125,710,1,"std_key","standard for key"
"DIN3",360,97485,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",360,97845,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,98205,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,98385,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,98565,180,4,"std_timbre","standard for timbre"
"DIN5",710,99275,710,5,"key","key change"
"DI23",350,99625,350,23,NA,NA
"DI10",360,99985,360,10,"rhythm2","rhythm change (short tone)"
"DI14",180,100165,180,14,NA,NA
"DI13",360,100525,360,13,NA,NA
"DI24",180,100705,180,24,NA,NA
"DIN1",710,101415,710,1,"std_key","standard for key"
"DIN3",360,101775,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,102135,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,102315,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,102675,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,102855,180,4,"std_timbre","standard for timbre"
"DIN1",710,103565,710,1,"std_key","standard for key"
"DIN3",360,103925,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,104285,360,2,"std_rhythm","standard for rhythm"
"DIN6",170,104455,170,6,"melody","melody change"
"DI13",360,104815,360,13,NA,NA
"DIN4",180,104995,180,4,"std_timbre","standard for timbre"
"DIN1",710,105705,710,1,"std_key","standard for key"
"DIN4",360,106065,360,4,"std_timbre","standard for timbre"
"DI13",360,106425,360,13,NA,NA
"DIN3",180,106605,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,106965,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,107145,180,4,"std_timbre","standard for timbre"
"DIN1",710,107855,710,1,"std_key","standard for key"
"DIN3",360,108215,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,108575,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,108755,180,6,"melody","melody change"
"DI13",360,109115,360,13,NA,NA
"DIN4",180,109295,180,4,"std_timbre","standard for timbre"
"DIN1",710,110005,710,1,"std_key","standard for key"
"DIN3",360,110365,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,110725,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,110905,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,111265,360,2,"std_rhythm","standard for rhythm"
"DIN4",170,111435,170,4,"std_timbre","standard for timbre"
"DIN1",710,112145,710,1,"std_key","standard for key"
"DIN3",360,112505,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,112865,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,113045,180,6,"melody","melody change"
"DI13",360,113405,360,13,NA,NA
"DIN4",180,113585,180,4,"std_timbre","standard for timbre"
"DIN1",710,114295,710,1,"std_key","standard for key"
"DIN3",360,114655,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,115015,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,115195,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,115555,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,115735,180,4,"std_timbre","standard for timbre"
"DIN5",710,116445,710,5,"key","key change"
"DI23",360,116805,360,23,NA,NA
"DI22",360,117165,360,22,NA,NA
"DI23",180,117345,180,23,NA,NA
"DI22",360,117705,360,22,NA,NA
"DI24",180,117885,180,24,NA,NA
"DIN1",710,118595,710,1,"std_key","standard for key"
"DIN3",360,118955,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,119315,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,119495,180,6,"melody","melody change"
"DI13",350,119845,350,13,NA,NA
"DIN9",180,120025,180,9,"timbre2","timbre (end of melody)"
"DIN1",700,120725,700,1,"std_key","standard for key"
"DIN7",360,121085,360,7,"tune","mistuning"
"DI13",360,121445,360,13,NA,NA
"DIN3",180,121625,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",350,121975,350,2,"std_rhythm","standard for rhythm"
"DIN4",180,122155,180,4,"std_timbre","standard for timbre"
"DIN5",710,122865,710,5,"key","key change"
"DI23",360,123225,360,23,NA,NA
"DI22",360,123585,360,22,NA,NA
"DI23",180,123765,180,23,NA,NA
"DI22",360,124125,360,22,NA,NA
"DI24",180,124305,180,24,NA,NA
"DIN1",710,125015,710,1,"std_key","standard for key"
"DIN3",360,125375,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,125735,360,2,"std_rhythm","standard for rhythm"
"DIN7",180,125915,180,7,"tune","mistuning"
"DI13",360,126275,360,13,NA,NA
"DIN4",170,126445,170,4,"std_timbre","standard for timbre"
"DIN5",710,127155,710,5,"key","key change"
"DIN8",360,127515,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,127875,360,2,"std_rhythm","standard for rhythm"
"DI10",180,128055,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,128235,180,14,NA,NA
"DIN4",360,128595,360,4,"std_timbre","standard for timbre"
"DIN1",710,129305,710,1,"std_key","standard for key"
"DIN7",359,129664,359,7,"tune","mistuning"
"DI13",350,130014,350,13,NA,NA
"DIN2",179,130193,179,2,"std_rhythm","standard for rhythm"
"DIN3",182,130375,182,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,130735,360,4,"std_timbre","standard for timbre"
"DIN5",710,131445,710,5,"key","key change"
"DI10",359,131804,359,10,"rhythm2","rhythm change (short tone)"
"DI13",180,131984,180,13,NA,NA
"DIN3",180,132164,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",361,132525,361,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",359,132884,359,4,"std_timbre","standard for timbre"
"DIN1",711,133595,711,1,"std_key","standard for key"
"DIN2",359,133954,359,2,"std_rhythm","standard for rhythm"
"DIN2",180,134134,180,2,"std_rhythm","standard for rhythm"
"DIN3",181,134315,181,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,134675,360,7,"tune","mistuning"
"DI15",359,135034,359,15,NA,NA
"DIN5",711,135745,711,5,"key","key change"
"DI22",359,136104,359,22,NA,NA
"DI22",180,136284,180,22,NA,NA
"DI23",171,136455,171,23,NA,NA
"DI23",359,136814,359,23,NA,NA
"DIN9",360,137174,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,137884,710,1,"std_key","standard for key"
"DIN2",360,138244,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,138424,180,2,"std_rhythm","standard for rhythm"
"DIN7",180,138604,180,7,"tune","mistuning"
"DI14",360,138964,360,14,NA,NA
"DIN4",361,139325,361,4,"std_timbre","standard for timbre"
"DIN5",709,140034,709,5,"key","key change"
"DI22",361,140395,361,22,NA,NA
"DI22",180,140575,180,22,NA,NA
"DI23",180,140755,180,23,NA,NA
"DI23",359,141114,359,23,NA,NA
"DI24",360,141474,360,24,NA,NA
"DIN1",710,142184,710,1,"std_key","standard for key"
"DIN2",360,142544,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,142724,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,142904,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,143264,360,7,"tune","mistuning"
"DI15",351,143615,351,15,NA,NA
"DIN5",710,144325,710,5,"key","key change"
"DI22",360,144685,360,22,NA,NA
"DI22",179,144864,179,22,NA,NA
"DI23",180,145044,180,23,NA,NA
"DI23",361,145405,361,23,NA,NA
"DIN9",360,145765,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,146475,710,1,"std_key","standard for key"
"DIN2",359,146834,359,2,"std_rhythm","standard for rhythm"
"DIN2",180,147014,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,147194,180,8,"timbre1","timbre (middle of melody)"
"DIN3",361,147555,361,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,147915,360,4,"std_timbre","standard for timbre"
"DIN1",710,148625,710,1,"std_key","standard for key"
"DIN2",360,148985,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,149165,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,149525,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,149705,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,150065,360,4,"std_timbre","standard for timbre"
"DIN1",710,150775,710,1,"std_key","standard for key"
"DIN2",360,151135,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,151315,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,151675,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,151855,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,152215,360,4,"std_timbre","standard for timbre"
"DIN5",710,152925,710,5,"key","key change"
"DI22",360,153285,360,22,NA,NA
"DI23",179,153464,179,23,NA,NA
"DI22",360,153824,360,22,NA,NA
"DI23",181,154005,181,23,NA,NA
"DI24",360,154365,360,24,NA,NA
"DIN1",709,155074,709,1,"std_key","standard for key"
"DIN2",360,155434,360,2,"std_rhythm","standard for rhythm"
"DI10",180,155614,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,155794,180,14,NA,NA
"DIN3",360,156154,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,156514,360,4,"std_timbre","standard for timbre"
"DIN1",710,157224,710,1,"std_key","standard for key"
"DIN2",360,157584,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,157764,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,157944,180,6,"melody","melody change"
"DI14",360,158304,360,14,NA,NA
"DIN4",360,158664,360,4,"std_timbre","standard for timbre"
"DIN5",710,159374,710,5,"key","key change"
"DI22",360,159734,360,22,NA,NA
"DI22",180,159914,180,22,NA,NA
"DI23",180,160094,180,23,NA,NA
"DI23",360,160454,360,23,NA,NA
"DIN9",360,160814,360,9,"timbre2","timbre (end of melody)"
"DIN1",700,161514,700,1,"std_key","standard for key"
"DIN2",360,161874,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,162054,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,162234,180,6,"melody","melody change"
"DI14",360,162594,360,14,NA,NA
"DI15",360,162954,360,15,NA,NA
"DIN5",710,163664,710,5,"key","key change"
"D101",360,164024,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,164384,360,13,NA,NA
"DI13",180,164564,180,13,NA,NA
"DIN8",180,164744,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,165104,360,4,"std_timbre","standard for timbre"
"DIN1",710,165814,710,1,"std_key","standard for key"
"DIN3",360,166174,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,166534,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,166714,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,166894,180,6,"melody","melody change"
"DIN9",360,167254,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,167964,710,1,"std_key","standard for key"
"DIN7",360,168324,360,7,"tune","mistuning"
"DI13",360,168684,360,13,NA,NA
"DIN2",180,168864,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,169044,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,169404,360,4,"std_timbre","standard for timbre"
"DIN1",710,170114,710,1,"std_key","standard for key"
"DIN3",360,170474,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,170834,360,2,"std_rhythm","standard for rhythm"
"D101",180,171014,180,101,"rhythm1","rhythm change (long tone)"
"DI13",360,171374,360,13,NA,NA
"DIN4",180,171554,180,4,"std_timbre","standard for timbre"
"DIN1",710,172264,710,1,"std_key","standard for key"
"DIN3",360,172624,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,172984,360,2,"std_rhythm","standard for rhythm"
"DIN7",180,173164,180,7,"tune","mistuning"
"DI13",360,173524,360,13,NA,NA
"DIN9",180,173704,180,9,"timbre2","timbre (end of melody)"
"DIN1",710,174414,710,1,"std_key","standard for key"
"DIN3",360,174774,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,175134,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,175314,180,6,"melody","melody change"
"DI13",360,175674,360,13,NA,NA
"DIN4",180,175854,180,4,"std_timbre","standard for timbre"
"DIN1",710,176564,710,1,"std_key","standard for key"
"DIN3",360,176924,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,177284,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,177644,360,13,NA,NA
"DIN2",180,177824,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,178004,180,4,"std_timbre","standard for timbre"
"DIN1",710,178714,710,1,"std_key","standard for key"
"DIN7",360,179074,360,7,"tune","mistuning"
"DI14",360,179434,360,14,NA,NA
"DIN2",360,179794,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,179974,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,180154,180,4,"std_timbre","standard for timbre"
"DIN1",710,180864,710,1,"std_key","standard for key"
"DIN3",360,181224,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DI10",360,181584,360,10,"rhythm2","rhythm change (short tone)"
"DI13",180,181764,180,13,NA,NA
"DI13",360,182124,360,13,NA,NA
"DI15",180,182304,180,15,NA,NA
"DIN1",710,183014,710,1,"std_key","standard for key"
"DIN3",360,183374,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,183734,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,183914,180,6,"melody","melody change"
"DI13",360,184274,360,13,NA,NA
"DIN4",180,184454,180,4,"std_timbre","standard for timbre"
"DIN1",710,185164,710,1,"std_key","standard for key"
"DIN3",360,185524,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,185884,360,2,"std_rhythm","standard for rhythm"
"DI10",180,186064,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,186244,180,14,NA,NA
"DIN4",360,186604,360,4,"std_timbre","standard for timbre"
"DIN1",710,187314,710,1,"std_key","standard for key"
"DIN8",360,187674,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,188034,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,188214,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,188394,180,6,"melody","melody change"
"DI15",360,188754,360,15,NA,NA
"DIN5",710,189464,710,5,"key","key change"
"DI23",360,189824,360,23,NA,NA
"DI22",360,190184,360,22,NA,NA
"DI22",180,190364,180,22,NA,NA
"DIN8",180,190544,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,190904,360,4,"std_timbre","standard for timbre"
"DIN1",710,191614,710,1,"std_key","standard for key"
"DIN3",360,191974,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,192334,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,192694,360,13,NA,NA
"DI13",180,192874,180,13,NA,NA
"DIN4",180,193054,180,4,"std_timbre","standard for timbre"
"DIN1",710,193764,710,1,"std_key","standard for key"
"DIN3",360,194124,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",360,194484,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,194844,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,195024,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,195204,180,4,"std_timbre","standard for timbre"
"DIN5",710,195914,710,5,"key","key change"
"DI23",360,196274,360,23,NA,NA
"DI10",360,196634,360,10,"rhythm2","rhythm change (short tone)"
"DI14",180,196814,180,14,NA,NA
"DI13",360,197174,360,13,NA,NA
"DI24",180,197354,180,24,NA,NA
"DIN1",710,198064,710,1,"std_key","standard for key"
"DIN3",360,198424,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,198784,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,198964,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,199324,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,199504,180,4,"std_timbre","standard for timbre"
"DIN1",710,200214,710,1,"std_key","standard for key"
"DIN3",360,200574,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,200934,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,201114,180,6,"melody","melody change"
"DI13",360,201474,360,13,NA,NA
"DIN4",180,201654,180,4,"std_timbre","standard for timbre"
"DIN1",710,202364,710,1,"std_key","standard for key"
"DIN4",360,202724,360,4,"std_timbre","standard for timbre"
"DI13",360,203084,360,13,NA,NA
"DIN3",180,203264,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",350,203614,350,2,"std_rhythm","standard for rhythm"
"DIN4",180,203794,180,4,"std_timbre","standard for timbre"
"DIN1",710,204504,710,1,"std_key","standard for key"
"DIN3",360,204864,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,205224,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,205404,180,6,"melody","melody change"
"DI13",360,205764,360,13,NA,NA
"DIN4",180,205944,180,4,"std_timbre","standard for timbre"
"DIN1",710,206654,710,1,"std_key","standard for key"
"DIN3",360,207014,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,207374,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,207554,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,207914,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,208094,180,4,"std_timbre","standard for timbre"
"DIN1",710,208804,710,1,"std_key","standard for key"
"DIN3",360,209164,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,209524,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,209704,180,6,"melody","melody change"
"DI13",360,210064,360,13,NA,NA
"DIN4",180,210244,180,4,"std_timbre","standard for timbre"
"DIN1",710,210954,710,1,"std_key","standard for key"
"DIN3",360,211314,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,211674,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,211854,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,212214,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,212394,180,4,"std_timbre","standard for timbre"
"DIN5",710,213104,710,5,"key","key change"
"DI23",360,213464,360,23,NA,NA
"DI22",360,213824,360,22,NA,NA
"DI23",180,214004,180,23,NA,NA
"DI22",360,214364,360,22,NA,NA
"DI24",180,214544,180,24,NA,NA
"DIN1",710,215254,710,1,"std_key","standard for key"
"DIN3",360,215614,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,215974,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,216154,180,6,"melody","melody change"
"DI13",350,216504,350,13,NA,NA
"DIN9",180,216684,180,9,"timbre2","timbre (end of melody)"
"DIN1",700,217384,700,1,"std_key","standard for key"
"DIN7",360,217744,360,7,"tune","mistuning"
"DI13",360,218104,360,13,NA,NA
"DIN3",180,218284,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",350,218634,350,2,"std_rhythm","standard for rhythm"
"DIN4",180,218814,180,4,"std_timbre","standard for timbre"
"DIN5",710,219524,710,5,"key","key change"
"DI23",360,219884,360,23,NA,NA
"DI22",360,220244,360,22,NA,NA
"DI23",180,220424,180,23,NA,NA
"DI22",360,220784,360,22,NA,NA
"DI24",180,220964,180,24,NA,NA
"DIN1",710,221674,710,1,"std_key","standard for key"
"DIN3",360,222034,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,222394,360,2,"std_rhythm","standard for rhythm"
"DIN7",180,222574,180,7,"tune","mistuning"
"DI13",360,222934,360,13,NA,NA
"DIN4",180,223114,180,4,"std_timbre","standard for timbre"
"DIN5",710,223824,710,5,"key","key change"
"DIN8",360,224184,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,224544,360,2,"std_rhythm","standard for rhythm"
"DI10",180,224724,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,224904,180,14,NA,NA
"DIN4",360,225264,360,4,"std_timbre","standard for timbre"
"DIN1",710,225974,710,1,"std_key","standard for key"
"DIN7",360,226334,360,7,"tune","mistuning"
"DI13",350,226684,350,13,NA,NA
"DIN2",180,226864,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,227044,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,227404,360,4,"std_timbre","standard for timbre"
"DIN5",710,228114,710,5,"key","key change"
"DI10",360,228474,360,10,"rhythm2","rhythm change (short tone)"
"DI13",180,228654,180,13,NA,NA
"DIN3",180,228834,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",360,229194,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,229554,360,4,"std_timbre","standard for timbre"
"DIN1",710,230264,710,1,"std_key","standard for key"
